Espece;Action;ID ind;Sexe;Age;Poids (g);Longueur dossiere (cm);Commune;site capture;Jour;Mois;Annee
Emys orbicularis;Marquage;2;F;ND;ND;ND;Arles;Ligagneau;19;3;1988
Emys orbicularis;Recapture;2;F;ND;ND;145;Arles;Ligagneau;5;4;1988
Emys orbicularis;Marquage;3;M;ND;480;148;Arles;Laune des Irudes;5;4;1988
Emys orbicularis;Marquage;4;M;ND;370;134;Arles;Bois Rescapé;6;4;1988
Emys orbicularis;Marquage;5;F;ND;770;166;Arles;Bois Rescapé;6;4;1988
Emys orbicularis;Marquage;6;M;ND;370;141;Arles;Bois Rescapé;20;4;1988
Emys orbicularis;Marquage;7;ind;ND;4,5;29;Arles;Bois Rescapé;20;4;1988
Emys orbicularis;Marquage;8;M;ND;470;144;Arles;Bois Rescapé;20;4;1988
Emys orbicularis;Marquage;9;F;ND;34;63;Arles;Bois Rescapé;29;4;1988
Emys orbicularis;Marquage;10;M;ND;320;133;Arles;Bois Rescapé;5;5;1988
Emys orbicularis;Marquage;11;M;ND;410;144;Arles;Rizières;5;5;1988
Emys orbicularis;Marquage;12;F;ND;610;148;Arles;Marais du Vigueirat;22;5;1988
Emys orbicularis;Marquage;13;F;ND;810;159;Arles;Bois Rescapé;23;5;1988
Emys orbicularis;Marquage;14;F;ND;920;173;Arles;Clos des Montures;2;7;1988
Emys orbicularis;Recapture;3;M;ND;510;148;Arles;Mar Sud - Roubine;4;8;1988
Emys orbicularis;Marquage;15;M;ND;390;140;Arles;Mar Sud - Roubine;4;8;1988
Emys orbicularis;Marquage;16;F;ND;630;157;Arles;Mar Sud - Roubine;4;8;1988
Emys orbicularis;Marquage;17;M;ND;460;145;Arles;Mar Sud - Roubine;4;8;1988
Emys orbicularis;Marquage;18;F;ND;650;159;Arles;Mar Sud - Roubine;4;8;1988
Emys orbicularis;Marquage;19;F;ND;700;157;Arles;Mar Sud - Roubine;4;8;1988
Emys orbicularis;Marquage;20;M;ND;420;147;Arles;Mar Sud - Roubine;4;8;1988
Emys orbicularis;Marquage;21;M;ND;410;145;Arles;Mar Sud - Roubine;4;8;1988
Emys orbicularis;Marquage;22;F;ND;720;168;Arles;Bois Rescapé;8;8;1988
Emys orbicularis;Recapture;5;F;ND;770;166;Arles;Clos des Montures;15;8;1988
Emys orbicularis;Marquage;23;M;ND;500;145;Arles;Mar Nord - Roubine;30;8;1988
Emys orbicularis;Marquage;25;F;ND;550;161;Arles;Mar Nord;30;8;1988
Emys orbicularis;Marquage;24;M;ND;425;145;Arles;Mar Nord;31;8;1988
Emys orbicularis;Marquage;26;F;ND;500;144;Arles;Bois Rescapé;1;11;1988
Emys orbicularis;Marquage;30;F;ND;900;173;Arles;Rizières;26;5;1989
Emys orbicularis;Marquage;31;F;ND;750;158;Arles;Rizières Etourneau;31;5;1989
Emys orbicularis;Recapture;2;F;ND;585;151;Arles;Clos Nord;29;6;1989
Emys orbicularis;Marquage;32;F;ND;665;167;Arles;Mar Nord;6;7;1989
Emys orbicularis;Marquage;33;F;ND;915;142;Arles;Clos des Montures;28;9;1989
Emys orbicularis;Recapture;33;F;ND;940;167;Arles;Bois Rescapé;8;10;1989
Emys orbicularis;Marquage;34;M;ND;13,5;48;Arles;Marais du Vigueirat;21;10;1989
Emys orbicularis;Marquage;35;M;ND;17;52;Arles;Marais du Vigueirat;21;10;1989
Emys orbicularis;Marquage;37;M;ND;350;140;Arles;Franc-Bord Etourneau;14;3;1990
Emys orbicularis;Marquage;38;F;ND;530;146;Arles;Franc-Bord Rizières Etourneau;10;5;1990
Emys orbicularis;Marquage;39;F;ND;750;171;Arles;Mas Ligagneau;15;5;1990
Emys orbicularis;Marquage;40;F;ND;770;158;Arles;Woodstoc;16;5;1990
Emys orbicularis;Marquage;41;F;ND;320;124;Arles;Bois Rescapé;25;5;1990
Emys orbicularis;Marquage;42;F;ND;620;150;Arles;Ligagneau;26;5;1990
Emys orbicularis;Marquage;43;M;ND;34;65;Arles;Pompe Ligagneau;29;7;1990
Emys orbicularis;Marquage;44;M;ND;350;134;Arles;Marais du Vigueirat;9;3;1991
Emys orbicularis;Marquage;45;F;ND;800;167;Arles;Rizières;10;3;1991
Emys orbicularis;Marquage;46;M;ND;330;133;Arles;Baisse des Marcels;29;3;1991
Emys orbicularis;Recapture;4;M;ND;340;134;Arles;Pompe Ligagneau;26;5;1991
Emys orbicularis;Marquage;36;F;ND;850;166;Arles;Franc-Bord Palunette Ligagneau;28;5;1991
Emys orbicularis;Marquage;47;F;ND;800;165;Arles;Trincanière;29;5;1991
Emys orbicularis;Marquage;48;F;ND;720;171;Arles;Piste Principale - En face du Pylone Quatre Pieds;29;5;1991
Emys orbicularis;Recapture;25;F;ND;ND;ND;Arles;Cabanon du Rendez-Vous;2;6;1991
Emys orbicularis;Marquage;49;F;ND;500;149;Arles;Mas Ligagneau;8;7;1991
Emys orbicularis;Marquage;50;F;ND;670;164;Arles;Cabane du Ligagneau;7;9;1991
Emys orbicularis;Recapture;5;F;ND;800;165;Arles;Mas Ligagneau;11;9;1991
Emys orbicularis;Recapture;49;F;ND;500;149;Arles;Mas Ligagneau;11;9;1991
Emys orbicularis;Marquage;51;F;ND;650;161;Arles;Baisse des Oies - Roubine;29;2;1992
Emys orbicularis;Marquage;52;F;ND;600;133;Arles;Laune des Irudes;17;3;1992
Emys orbicularis;Marquage;53;F;ND;50;71;Arles;Franc-Bord Demi-Lune;24;4;1992
Emys orbicularis;Marquage;54;M;ND;350;147;Arles;Digue des Piscis;11;5;1992
Emys orbicularis;Recapture;5;F;ND;ND;ND;Arles;Mas Ligagneau;1;6;1992
Emys orbicularis;Marquage;57;M;ND;140;97;Arles;Pompe Etourneau;9;6;1992
Emys orbicularis;Marquage;55;F;ND;960;172;Arles;Mas-Thibert;18;6;1992
Emys orbicularis;Recapture;13;F;ND;ND;ND;Arles;Mas Ligagneau;23;6;1992
Emys orbicularis;Recapture;30;F;ND;ND;ND;Arles;Pompe Ligagneau;23;7;1992
Emys orbicularis;Marquage;56;F;ND;675;171;Arles;Pompe Ligagneau;5;8;1992
Emys orbicularis;Marquage;58;F;ND;600;156;Arles;Cour des Bœufs;21;8;1992
Emys orbicularis;Marquage;59;F;ND;675;167;Arles;Cabane du Ligagneau;10;9;1992
Emys orbicularis;Marquage;60;F;ND;780;163;Arles;Piste Principale - En face du Clos des Bissouninques;12;9;1992
Emys orbicularis;Marquage;61;M;ND;410;137;Arles;Franc-Bord Demi-Lune;29;5;1993
Emys orbicularis;Marquage;62;F;ND;510;145;Arles;Piste Principale - En face des Friches;2;6;1993
Emys orbicularis;Marquage;63;F;ND;860;178;Arles;Cabane du Ligagneau;6;6;1993
Emys orbicularis;Marquage;64;F;ND;630;152;Arles;Les Friches - B6;14;6;1993
Emys orbicularis;Marquage;65;F;ND;760;173;Arles;Digue des Piscis - En face de Fangassier;19;6;1993
Emys orbicularis;Marquage;66;F;ND;670;167;Arles;Pompe Etourneau;10;12;1993
Emys orbicularis;Marquage;1;M;ND;500;154;Arles;Quatre Martelières;29;12;1993
Emys orbicularis;Recapture;1;M;ND;ND;156;Arles;Bois Rescapé;13;2;1994
Emys orbicularis;Marquage;80;M;ND;450;150;Arles;Digue des Piscis;15;3;1994
Emys orbicularis;Marquage;67;F;ND;520;158;Arles;Piste Principale - En face de Woodstoc;6;6;1994
Emys orbicularis;Marquage;68;F;ND;ND;159;Arles;Franc-Bord Palunette Ligagneau;1;10;1994
Emys orbicularis;Marquage;71;M;ND;350;158;Arles;Le Mazet;20;5;1995
Emys orbicularis;Recapture;13;F;ND;ND;ND;Arles;Mas Ligagneau;25;5;1995
Emys orbicularis;Recapture;5;F;ND;ND;ND;Arles;Mas Ligagneau;2;6;1995
Emys orbicularis;Marquage;70;F;ND;ND;151;Arles;Piste Principale;16;6;1995
Emys orbicularis;Recapture;36;F;ND;ND;ND;Arles;Franc-Bord Palunette Ligagneau;4;7;1995
Emys orbicularis;Marquage;72;F;ND;ND;166;Arles;Franc-Bord Demi-Lune;24;10;1995
Emys orbicularis;Marquage;73;M;ND;ND;151;Arles;Baisse du Hangar - Mirador;5;11;1995
Emys orbicularis;Marquage;74;F;ND;820;167;Arles;Rizières Etourneau;12;11;1995
Emys orbicularis;Marquage;206;M;ND;ND;ND;Arles;Woodstoc;1;5;1996
Emys orbicularis;Recapture;44;f;ND;ND;ND;Arles;Piste Principale - En face des Friches;6;5;1996
Emys orbicularis;Marquage;82;F;ND;535;162;Arles;Cabane du Ligagneau;29;5;1996
Emys orbicularis;Marquage;83;F;ND;ND;159;Arles;Haie Sud;31;5;1996
Emys orbicularis;Marquage;84;F;ND;ND;172;Arles;Haie Sud;31;5;1996
Emys orbicularis;Marquage;85;F;ND;ND;162;Arles;Haie Sud;31;5;1996
Emys orbicularis;Marquage;86;F;ND;ND;158;Arles;Haie Sud - Trois Martelières;3;6;1996
Emys orbicularis;Marquage;87;F;ND;ND;154;Arles;Drain des Piscis - en face POS;4;6;1996
Emys orbicularis;Marquage;88;F;ND;ND;167;Arles;Pompe Ligagneau;23;6;1996
Emys orbicularis;Marquage;89;F;ND;475;150;Arles;Haie Sud;25;6;1996
Emys orbicularis;Marquage;27;F;ND;ND;145;Arles;Haie Sud - Roubine des 3 martelières;26;6;1996
Emys orbicularis;Marquage;75;F;ND;ND;178;Arles;Piste Principale - Portail;28;6;1996
Emys orbicularis;Recapture;89;F;ND;475;150;Arles;Haie Sud;28;6;1996
Emys orbicularis;Recapture;58;F;ND;600;159;Arles;Pompe Ligagneau;29;6;1996
Emys orbicularis;Marquage;28;ind;ND;235;119;Arles;Marais du Vigueirat;1;7;1996
Emys orbicularis;Marquage;29;F;ND;ND;157;Arles;Pompe Ligagneau;7;7;1996
Emys orbicularis;Marquage;69;F;ND;ND;149;Arles;Haie Sud;23;7;1996
Emys orbicularis;Marquage;76;F;ND;ND;150;Arles;Cabane du Ligagneau;28;11;1996
Emys orbicularis;Marquage;90;M;ND;455;146;Arles;Woodstoc;31;3;1997
Emys orbicularis;Marquage;91;F;ND;749;166;Arles;Bois Rescapé;30;4;1997
Emys orbicularis;Marquage;92;F;ND;535;160;Arles;Pradelles;6;5;1997
Emys orbicularis;Marquage;93;M;ND;499;157;Arles;Bergerie;13;5;1997
Emys orbicularis;Marquage;94;F;ND;686;163;Arles;Bergerie;13;5;1997
Emys orbicularis;Marquage;95;F;ND;748;161;Arles;Bergerie;14;5;1997
Emys orbicularis;Marquage;96;M;ND;413;140;Arles;Bergerie;15;5;1997
Emys orbicularis;Marquage;97;M;ND;362;135;Arles;Bois Rescapé;21;5;1997
Emys orbicularis;Marquage;98;F;ND;674;152;Arles;Canisson;23;5;1997
Emys orbicularis;Recapture;30;F;ND;ND;ND;Arles;Rizières;24;5;1997
Emys orbicularis;Marquage;99;F;ND;648;160;Arles;Bergerie;28;5;1997
Emys orbicularis;Marquage;100;F;ND;484;148;Arles;Bergerie;28;5;1997
Emys orbicularis;Recapture;93;M;ND;480;ND;Arles;Bergerie;30;5;1997
Emys orbicularis;Recapture;99;F;ND;ND;ND;Arles;Bergerie;30;5;1997
Emys orbicularis;Marquage;101;F;ND;246;113;Arles;Bergerie;30;5;1997
Emys orbicularis;Marquage;102;F;ND;670;161;Arles;Bergerie;31;5;1997
Emys orbicularis;Marquage;103;F;ND;858;180;Arles;Bergerie;31;5;1997
Emys orbicularis;Marquage;104;F;ND;653;156;Arles;Bergerie;31;5;1997
Emys orbicularis;Marquage;105;M;ND;422;143;Arles;Baisse Garde-Manger;3;6;1997
Emys orbicularis;Marquage;106;F;ND;718;165;Arles;Trincanière;6;6;1997
Emys orbicularis;Marquage;107;M;ND;419;140;Arles;Trincanière;6;6;1997
Emys orbicularis;Marquage;108;M;ND;484;147;Arles;Trincanière;6;6;1997
Emys orbicularis;Recapture;49;F;ND;ND;ND;Arles;Mas Ligagneau;7;6;1997
Emys orbicularis;Recapture;75;F;ND;920;182;Arles;Bergerie;10;6;1997
Emys orbicularis;Recapture;96;M;ND;ND;ND;Arles;Bergerie;10;6;1997
Emys orbicularis;Marquage;109;M;ND;384;134;Arles;Bergerie;10;6;1997
Emys orbicularis;Marquage;110;F;ND;655;162;Arles;Bergerie;10;6;1997
Emys orbicularis;Marquage;111;M;ND;534;152;Arles;Bergerie;10;6;1997
Emys orbicularis;Marquage;112;ind;ND;ND;ND;Arles;Marais du Vigueirat;10;6;1997
Emys orbicularis;Marquage;113;F;ND;689;161;Arles;Bergerie;11;6;1997
Emys orbicularis;Marquage;114;F;ND;490;144;Arles;Bergerie;11;6;1997
Emys orbicularis;Marquage;115;F;ND;710;162;Arles;Bergerie;11;6;1997
Emys orbicularis;Marquage;116;F;ND;630;159;Arles;Bergerie;11;6;1997
Emys orbicularis;Marquage;117;F;ND;736;161;Arles;Bergerie;11;6;1997
Emys orbicularis;Recapture;94;F;ND;ND;ND;Arles;Bergerie;12;6;1997
Emys orbicularis;Recapture;114;F;ND;ND;ND;Arles;Bergerie;12;6;1997
Emys orbicularis;Marquage;118;M;ND;418;145;Arles;Haie Sud - Roubine;12;6;1997
Emys orbicularis;Marquage;119;F;ND;520;151;Arles;Bergerie;12;6;1997
Emys orbicularis;Marquage;120;ind;ND;183;104;Arles;Bergerie;12;6;1997
Emys orbicularis;Marquage;121;F;ND;724;164;Arles;Bergerie;12;6;1997
Emys orbicularis;Recapture;57;F;ND;ND;ND;Arles;Pompe Ligagneau;13;6;1997
Emys orbicularis;Recapture;117;F;ND;ND;ND;Arles;Bergerie;13;6;1997
Emys orbicularis;Marquage;122;F;ND;621;149;Arles;Haie Sud - Roubine;13;6;1997
Emys orbicularis;Marquage;123;F;ND;872;166;Arles;Etang Redon - Roubine;13;6;1997
Emys orbicularis;Marquage;124;F;ND;619;156;Arles;Bergerie;13;6;1997
Emys orbicularis;Marquage;125;F;ND;643;164;Arles;Bergerie;13;6;1997
Emys orbicularis;Marquage;126;F;ND;748;168;Arles;Bergerie;13;6;1997
Emys orbicularis;Marquage;127;F;ND;632;157;Arles;Bergerie;13;6;1997
Emys orbicularis;Marquage;128;F;ND;632;168;Arles;Bergerie;13;6;1997
Emys orbicularis;Marquage;129;F;ND;764;158;Arles;Haie Sud - Roubine;14;6;1997
Emys orbicularis;Marquage;130;M;ND;364;139;Arles;Haie Sud - Roubine;14;6;1997
Emys orbicularis;Marquage;131;F;ND;649;153;Arles;Etang Redon - Roubine;14;6;1997
Emys orbicularis;Marquage;132;F;ND;770;159;Arles;Piste Principale - En face de Woodstoc;15;6;1997
Emys orbicularis;Marquage;133;F;ND;718;168;Arles;Cabanes de l'Etourneau;16;6;1997
Emys orbicularis;Marquage;134;ind;ND;535;141;Arles;Bois Rescapé;16;6;1997
Emys orbicularis;Marquage;135;F;ND;507;144;Arles;Trincanière;17;6;1997
Emys orbicularis;Marquage;136;F;ND;655;164;Arles;Digue des Piscis - En face de Pisci Sud;18;6;1997
Emys orbicularis;Marquage;137;F;ND;534;156;Arles;Trincanière;18;6;1997
Emys orbicularis;Marquage;138;M;ND;458;143;Arles;Haie Sud - Roubine;19;6;1997
Emys orbicularis;Marquage;139;F;ND;698;159;Arles;Haie Sud - Roubine;19;6;1997
Emys orbicularis;Marquage;140;M;ND;466;143;Arles;Trincanière;19;6;1997
Emys orbicularis;Marquage;141;F;ND;819;175;Arles;Haie Sud - Roubine;20;6;1997
Emys orbicularis;Marquage;142;F;ND;847;177;Arles;Trincanière;20;6;1997
Emys orbicularis;Recapture;94;F;ND;ND;ND;Arles;Bergerie;25;6;1997
Emys orbicularis;Recapture;96;M;ND;ND;ND;Arles;Bergerie;25;6;1997
Emys orbicularis;Marquage;143;F;ND;478;141;Arles;Bergerie;25;6;1997
Emys orbicularis;Marquage;144;F;ND;792;170;Arles;Bergerie;25;6;1997
Emys orbicularis;Marquage;145;M;ND;435;143;Arles;Palunette Etourneau;25;6;1997
Emys orbicularis;Marquage;146;F;ND;504;156;Arles;Piste Principale;25;6;1997
Emys orbicularis;Marquage;147;F;ND;696;161;Arles;Piste Principale;25;6;1997
Emys orbicularis;Marquage;148;F;ND;568;147;Arles;Bois Rescapé;26;6;1997
Emys orbicularis;Recapture;101;F;ND;256;118;Arles;Bergerie;27;6;1997
Emys orbicularis;Marquage;149;F;ND;596;151;Arles;Bergerie;27;6;1997
Emys orbicularis;Marquage;150;F;ND;882;174;Arles;Bergerie;27;6;1997
Emys orbicularis;Marquage;151;F;ND;469;142;Arles;Palunette Etourneau;27;6;1997
Emys orbicularis;Marquage;152;F;ND;758;158;Arles;Etang Redon - Roubine;27;6;1997
Emys orbicularis;Recapture;113;F;ND;750;164;Arles;Bois des Cabanes;29;6;1997
Emys orbicularis;Marquage;153;F;ND;746;162;Arles;Bois Rescapé;30;6;1997
Emys orbicularis;Marquage;154;F;ND;445;146;Arles;Piscis;30;6;1997
Emys orbicularis;Recapture;153;F;ND;782;ND;Arles;Bois Rescapé;1;7;1997
Emys orbicularis;Marquage;155;F;ND;665;148;Arles;Palunette Etourneau;1;7;1997
Emys orbicularis;Marquage;156;F;ND;991;180;Arles;Palunette Etourneau;1;7;1997
Emys orbicularis;Marquage;157;F;ND;812;166;Arles;Trincanière;2;7;1997
Emys orbicularis;Marquage;158;F;ND;778;ND;Arles;Trincanière;2;7;1997
Emys orbicularis;Marquage;159;F;ND;784;170;Arles;Trincanière;2;7;1997
Emys orbicularis;Marquage;160;M;ND;288;130;Arles;Bois Rescapé;2;7;1997
Emys orbicularis;Recapture;153;F;ND;694;ND;Arles;Bois Rescapé;9;7;1997
Emys orbicularis;Marquage;161;ind;ND;347;127;Arles;Bois Rescapé;9;7;1997
Emys orbicularis;Marquage;162;F;ND;592;147;Arles;Bois Rescapé;9;7;1997
Emys orbicularis;Marquage;163;F;ND;652;159;Arles;Bois Rescapé;9;7;1997
Emys orbicularis;Marquage;164;F;ND;767;173;Arles;Bois Rescapé;9;7;1997
Emys orbicularis;Marquage;165;F;ND;886;174;Arles;Piste Principale - En face de Woodstoc;9;7;1997
Emys orbicularis;Marquage;166;F;ND;724;169;Arles;Trincanière;22;7;1997
Emys orbicularis;Marquage;167;M;ND;422;147;Arles;Trincanière;22;7;1997
Emys orbicularis;Marquage;168;F;ND;707;182;Arles;Haie Sud - Roubine;24;7;1997
Emys orbicularis;Marquage;169;F;ND;701;159;Arles;Clos Nord;24;7;1997
Emys orbicularis;Marquage;170;F;ND;577;157;Arles;Clos Nord;24;7;1997
Emys orbicularis;Recapture;139;F;ND;679;ND;Arles;Haie Sud - Roubine;28;7;1997
Emys orbicularis;Marquage;171;F;ND;559;147;Arles;Haie Sud - Roubine;29;7;1997
Emys orbicularis;Marquage;172;F;ND;727;169;Arles;Haie Sud - Roubine;29;7;1997
Emys orbicularis;Marquage;173;M;ND;440;142;Arles;Haie Sud - Roubine;29;7;1997
Emys orbicularis;Marquage;174;F;ND;715;163;Arles;Haie Sud - Roubine;29;7;1997
Emys orbicularis;Marquage;175;M;ND;447;140;Arles;Haie Sud - Roubine;29;7;1997
Emys orbicularis;Marquage;176;F;ND;860;181;Arles;Trincanière;29;7;1997
Emys orbicularis;Marquage;177;F;ND;572;153;Arles;Haie Sud - Roubine;1;8;1997
Emys orbicularis;Marquage;178;F;ND;804;166;Arles;Haie Sud - Roubine;1;8;1997
Emys orbicularis;Marquage;179;F;ND;768;157;Arles;Haie Sud - Roubine;1;8;1997
Emys orbicularis;Marquage;180;M;ND;549;158;Arles;Haie Sud - Roubine;1;8;1997
Emys orbicularis;Recapture;98;F;ND;654;151;Arles;Haie Sud - Roubine;2;8;1997
Emys orbicularis;Recapture;107;M;ND;417;143;Arles;Trincanière;2;8;1997
Emys orbicularis;Recapture;107;M;ND;ND;143;Arles;Trincanière;2;8;1997
Emys orbicularis;Marquage;181;F;ND;650;159;Arles;Haie Sud - Roubine;2;8;1997
Emys orbicularis;Marquage;182;ind;ND;200;102;Arles;Haie Sud - Roubine;2;8;1997
Emys orbicularis;Marquage;183;M;ND;490;143;Arles;Haie Sud - Roubine;2;8;1997
Emys orbicularis;Marquage;184;F;ND;741;151;Arles;Haie Sud - Roubine;2;8;1997
Emys orbicularis;Marquage;185;M;ND;380;131;Arles;Haie Sud - Roubine;2;8;1997
Emys orbicularis;Marquage;186;F;ND;491;146;Arles;Etang Redon - Roubine;5;8;1997
Emys orbicularis;Marquage;187;F;ND;896;172;Arles;Etang Redon - Roubine;5;8;1997
Emys orbicularis;Marquage;188;M;ND;286;123;Arles;Bois Rescapé;5;8;1997
Emys orbicularis;Marquage;189;M;ND;264;113;Arles;Bois Rescapé;5;8;1997
Emys orbicularis;Marquage;190;F;ND;835;167;Arles;Bois Rescapé;5;8;1997
Emys orbicularis;Marquage;191;M;ND;270;122;Arles;Palunette Etourneau;5;8;1997
Emys orbicularis;Recapture;148;F;ND;578;ND;Arles;Bois Rescapé;6;8;1997
Emys orbicularis;Recapture;91;F;ND;730;ND;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Recapture;91;F;ND;730;ND;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Recapture;187;F;ND;871;ND;Arles;Etang Redon - Roubine;7;8;1997
Emys orbicularis;Recapture;190;F;ND;835;ND;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Recapture;190;F;ND;835;ND;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Marquage;192;F;ND;705;153;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Marquage;193;M;ND;277;123;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Marquage;194;M;ND;428;135;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Marquage;195;M;ND;315;136;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Marquage;196;M;ND;326;129;Arles;Bois Rescapé;7;8;1997
Emys orbicularis;Recapture;187;F;ND;ND;ND;Arles;Etang Redon - Roubine;8;8;1997
Emys orbicularis;Marquage;197;M;ND;330;128;Arles;Palunette Etourneau;9;5;1998
Emys orbicularis;Marquage;77;F;ND;690;155;Arles;Bois des Cabanes;18;5;1998
Emys orbicularis;Recapture;56;F;ND;ND;ND;Arles;Mas Ligagneau;29;5;1998
Emys orbicularis;Marquage;78;F;ND;810;169;Arles;Bois des Cabanes;29;5;1998
Emys orbicularis;Marquage;79;F;ND;530;153;Arles;Bois des Cabanes;1;6;1998
Emys orbicularis;Recapture;124;F;ND;580;154;Arles;Bois des Cabanes;2;6;1998
Emys orbicularis;Marquage;198;F;ND;680;163;Arles;Bois des Cabanes;3;6;1998
Emys orbicularis;Marquage;199;F;ND;ND;153;Arles;Clos des Montures;9;6;1998
Emys orbicularis;Recapture;99;F;ND;680;160;Arles;Bergerie;13;6;1998
Emys orbicularis;Marquage;200;F;ND;670;161;Arles;Bergerie;13;6;1998
Emys orbicularis;Recapture;179;F;ND;ND;ND;Arles;Baisse du Hangar - Mirador;22;6;1998
Emys orbicularis;Marquage;201;F;ND;809;173;Arles;Cabane du Ligagneau;22;6;1998
Emys orbicularis;Marquage;202;M;ND;346;130;Arles;Haie Sud - Trois Martelières;22;6;1998
Emys orbicularis;Recapture;14;F;ND;860;170;Arles;Bois Rescapé;17;10;1998
Emys orbicularis;Marquage;203;F;ND;811;169;Arles;Bois des Cabanes;13;3;1999
Emys orbicularis;Marquage;204;M;ND;368;135;Arles;Pisci Nord;20;4;1999
Emys orbicularis;Recapture;157;F;ND;790;164;Arles;Pisci Nord;21;4;1999
Emys orbicularis;Marquage;205;F;ND;644;152;Arles;Franc-Bord Friches;22;4;1999
Emys orbicularis;Recapture;206;M;ND;401;138;Arles;Bois des Cabanes;22;4;1999
Emys orbicularis;Recapture;5;F;ND;ND;ND;Arles;Mas Ligagneau;26;4;1999
Emys orbicularis;Recapture;5;F;ND;ND;ND;Arles;Mas Ligagneau;27;4;1999
Emys orbicularis;Marquage;207;F;ND;687;155;Arles;Franc-Bord Friches;28;4;1999
Emys orbicularis;Recapture;5;F;ND;ND;ND;Arles;Mas Ligagneau;1;5;1999
Emys orbicularis;Marquage;211;F;ND;477;133;Arles;Baisse des Tritons;1;5;1999
Emys orbicularis;Recapture;77;F;ND;ND;ND;Arles;Bois des Cabanes;3;6;1999
Emys orbicularis;Marquage;208;F;ND;630;162;Arles;Bergerie;7;6;1999
Emys orbicularis;Marquage;209;F;ND;241;114;Arles;Piste Principale - En face de Woodstoc;8;6;1999
Emys orbicularis;Recapture;95;F;ND;ND;ND;Arles;Piste Principale - En face de Woodstoc;17;6;1999
Emys orbicularis;Recapture;75;F;ND;ND;ND;Arles;Piste Principale - Portail;18;6;1999
Emys orbicularis;Recapture;153;f;ND;ND;ND;Arles;Cabanon du Rendez-Vous;7;7;1999
Emys orbicularis;Recapture;75;F;ND;ND;ND;Arles;Etourneau Nord;16;7;1999
Emys orbicularis;Marquage;212;F;ND;845;165;Arles;Haie Sud;18;7;1999
Emys orbicularis;Marquage;213;F;ND;612;156;Arles;Haie Sud;18;7;1999
Emys orbicularis;Recapture;5;F;ND;ND;ND;Arles;Mas Ligagneau;2;10;1999
Emys orbicularis;Marquage;301;F;ND;923;183;Arles;Piste Principale - En face de Woodstoc;27;10;1999
Emys orbicularis;Marquage;214;F;ND;635;150;Arles;Etang Redon - Tour Redon;25;3;2000
Emys orbicularis;Marquage;215;M;ND;337;125;Arles;Pisci Nord;14;4;2000
Emys orbicularis;Marquage;216;F;ND;633;156;Arles;Bergerie;14;4;2000
Emys orbicularis;Recapture;216;F;ND;656;ND;Arles;Woodstoc;28;4;2000
Emys orbicularis;Recapture;115;F;ND;ND;ND;Arles;Sentier Ludo;1;5;2000
Emys orbicularis;Marquage;218;F;ND;186;108;Arles;Palunette Ligagneau - Baie des cochons;11;5;2000
